Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
288,4,11656,3439.978333333333,3,6,16,211,2841,28,138,1284,9.0,2,5640,34.680924583434496,97,2,69.28277942579743,51966,1,76109,2
288,4,11656,3439.978333333333,3,6,16,211,2841,28,138,2342,9.0,2,5640,33.99539432153917,98,2,69.28277942579743,50406,5,8418,2
621,2,16026,6146.21,4,5,14,244,2108,21,153,1461,5.0,2,4426,25.466740624199208,86,2,233.2360964424541,48875,3,38785,2
650,2,16026,6146.21,4,5,14,244,2108,26,201,1461,5.0,2,4426,31.27120329352233,207,2,233.2360964424541,32137,0,68856,2
621,2,16026,6146.21,4,5,14,244,2108,21,219,1461,5.0,3,4426,24.955825620352662,208,0,233.2360964424541,91048,5,75668,2
621,2,16026,6146.21,4,5,14,0,2108,21,201,4383,5.0,2,4426,30.19476941388656,209,2,233.2360964424541,50288,0,41900,2
1304,2,16026,6146.21,4,5,14,244,2108,22,201,1461,5.0,2,4426,31.95020097358177,210,2,233.2360964424541,18687,1,75453,2
651,2,16026,6146.21,4,5,14,244,2108,21,239,1461,10.0,2,4426,24.8311656120796,211,2,233.2360964424541,35910,3,66979,2
672,2,16026,3093.745000000001,4,5,14,244,2108,21,153,1461,10.0,2,4426,35.62388990669724,212,2,28954.0,64430,5,3268,2
651,2,16026,6146.21,4,5,14,244,2108,18,201,1461,10.0,2,4426,26.449202488139928,213,2,233.2360964424541,24517,2,74033,2
235,1,641,9025.68,6,3,18,273,5930,5,30,4001,0.0,3,1660,42.57335369638565,257,1,346.0034021862512,4901,2,90069,2
235,1,641,9025.68,6,3,18,244,5930,3,81,4001,2.0,2,1660,33.11778408995899,258,1,346.0034021862512,76327,1,91323,2
235,1,642,9025.68,6,3,18,273,5930,5,81,4001,2.0,3,1660,31.15880773688841,259,1,346.0034021862512,31911,2,85235,2
235,15,641,3093.745000000001,6,1305,18,244,5930,5,99,4001,2.0,2,1660,39.24722475685945,260,1,346.0034021862512,73871,5,5263,0
235,1,641,9025.68,6,3,18,244,5930,5,62,4001,6.0,3,1660,35.05759452072732,86,1,346.0034021862512,11777,1,88833,0
235,1,641,9025.68,6,3,18,244,5930,10,81,1479,2.0,2,1660,35.25393567193189,86,1,346.0034021862512,85886,5,98791,0
235,1,641,9025.68,6,3,18,273,5930,6,46,4001,2.0,2,1660,34.379760567388054,253,1,346.0034021862512,45290,5,81071,0
235,1,641,3093.745000000001,6,3,18,244,5930,5,81,4001,2.0,2,1660,22.923791006676268,254,1,346.0034021862512,86888,6,98791,2
673,8,5872,1594.6274999999996,10,6,20,174,3454,41,201,1319,12.0,2,5223,33.86573741474167,41,2,23.886272981150714,91048,5,59699,1
673,8,5872,1594.6274999999996,10,6,20,174,3454,46,201,1319,12.0,2,5223,36.27392939791693,42,2,23.886272981150714,81902,5,49727,1
673,15,5872,1594.6274999999996,10,6,20,174,3454,46,201,1319,12.0,2,5223,26.02985015691098,43,2,23.886272981150714,72868,3,48314,1
673,8,5872,1594.6274999999996,10,6,20,174,3454,46,201,1319,12.0,2,5223,36.892381873844826,44,2,23.886272981150714,89484,6,47960,1
673,8,5872,1594.6274999999996,10,6,20,174,3454,46,201,1319,12.0,3,5223,33.06057761816093,45,2,23.886272981150714,24933,6,18751,1
722,8,5873,1594.6274999999996,10,6,20,174,3454,42,219,1319,12.0,2,5223,33.56045373044375,46,2,23.886272981150714,91048,6,11018,1
702,8,5872,1594.6274999999996,10,6,20,174,3454,46,263,4383,12.0,2,5223,34.9390548746448,37,2,23.886272981150714,78185,6,54487,1
702,8,5872,3093.745000000001,10,6,20,210,3454,46,239,1319,12.0,2,5223,27.430911442665963,38,2,23.886272981150714,87251,6,49448,2
651,7,17146,811.35,10,8,27,343,752,28,299,2258,7.0,0,4308,33.773342340363115,44,2,43.14745659876899,0,1,25945,2
651,7,17146,811.35,10,8,27,343,752,28,263,2258,12.0,3,4308,28.60741134399243,45,2,43.14745659876899,49172,3,22892,1
673,7,17146,811.35,10,8,27,343,752,28,263,2258,12.0,0,4308,30.469613029956776,46,2,43.14745659876899,72383,5,19319,1
673,7,17146,811.35,10,8,27,343,752,28,239,2258,12.0,0,4308,25.6834288322918,86,2,43.14745659876899,88702,6,13545,2
673,7,17146,811.35,10,8,27,343,752,28,263,2258,12.0,3,4308,34.230367945076594,38,2,43.14745659876899,80422,6,18130,1
673,7,17146,3093.745000000001,10,8,27,343,752,30,263,2258,12.0,3,4308,26.38381244388309,47,2,43.14745659876899,67041,5,22050,1
673,7,17146,811.35,10,8,27,343,752,28,263,2258,12.0,0,4308,31.348886143821712,48,2,7411.0,91048,5,23343,1
673,7,17146,811.35,10,8,27,343,752,28,263,2258,12.0,0,4308,36.15695531803223,51,2,43.14745659876899,84597,6,15652,1
364,6,13731,4567.338333333333,5,6,13,1,3463,27,153,1223,2.0,3,11951,25.195786475761818,208,2,0.0,69930,6,3559,2
364,6,13731,4567.338333333333,5,6,13,2,3463,26,153,1223,2.0,2,11951,31.6009911539675,209,2,0.0,60862,1,87914,2
364,6,13732,4567.338333333333,5,6,13,1,3463,23,153,1223,2.0,2,11951,36.82139172414272,210,2,0.0,22747,2,81653,2
364,6,13731,4567.338333333333,5,6,13,1,3463,18,153,1223,2.0,3,11951,35.747346935417816,211,2,0.0,91048,2,84364,2
364,6,13731,4567.338333333333,5,182,13,1,3463,23,179,1223,2.0,2,11951,27.1996408381124,212,0,0.0,55307,1,88244,2
364,6,13731,4567.338333333333,5,6,13,1,3463,23,138,1223,5.0,2,11951,34.82451567325024,213,2,0.0,44561,5,71198,2
364,6,13731,3093.745000000001,5,6,13,1,3463,27,153,1223,5.0,2,11951,35.931701232382714,214,2,0.0,3647,2,85200,2
364,6,13731,3093.745000000001,5,6,13,1,3463,22,153,1223,5.0,2,11951,31.25730336395101,205,0,0.0,40481,6,76831,2
899,10,14931,5465.759999999998,5,5,12,174,4869,24,62,4213,2.0,3,1649,35.055534040806634,315,0,87.37564919357271,63618,6,13878,0
899,10,14931,5465.759999999998,5,5,12,174,4869,24,81,4213,2.0,1,1649,38.129601679420695,316,1,87.37564919357271,56538,6,47880,0
899,10,14931,5465.759999999998,5,443,12,174,4869,24,46,4213,2.0,1,1649,24.17210707724184,317,1,17544.0,48298,4,64842,0
899,15,14931,5465.759999999998,5,5,12,174,4869,24,46,4213,2.0,1,1649,38.74243962204376,318,1,87.37564919357271,11146,1,83607,0
899,10,8096,3093.745000000001,5,5,12,174,4869,24,46,4213,2.0,1,1649,36.971771386077386,86,1,87.37564919357271,91048,0,87917,0
899,15,14931,5465.759999999998,5,5,12,210,4869,24,9,4213,2.0,1,1649,29.034566961148904,320,1,87.37564919357271,10972,1,83633,0
899,10,14931,5465.759999999998,5,5,4430,174,4869,22,732,4213,1187.0,1,1649,33.818695104325904,321,1,87.37564919357271,50498,3,57844,0
899,10,14931,5465.759999999998,5,5,12,174,4869,24,62,4213,2.0,3,1649,37.343552153038274,322,1,87.37564919357271,2583,2,85488,0
388,5,18301,7573.22,4,6,20,1,3463,27,99,4308,6.0,3,893,36.081497059429815,217,2,0.0,87971,2,97138,2
388,5,18301,3093.745000000001,4,6,20,1,3463,30,138,3618,4.0,2,893,35.98627344607575,218,2,0.0,71887,4,63749,2
388,5,18301,7573.22,4,6,20,1,3463,27,138,4308,4.0,2,893,34.836645067674,227,2,0.0,41069,2,91836,2
409,5,18301,7573.22,4,6,20,1,3463,27,201,4308,4.0,3,893,38.31046162892928,228,2,0.0,89806,1,96801,2
409,5,18301,7573.22,4,6,20,1,3463,32,138,4308,4.0,2,893,30.612989221316376,231,2,0.0,49736,5,89840,2
409,5,18301,7573.22,4,6,20,0,3463,27,138,4308,4.0,3,893,38.03911340410454,232,2,0.0,81500,1,97198,2
409,5,18301,7573.22,4,6,20,1,3463,27,153,4308,4.0,2,893,38.77832182076798,233,2,0.0,43299,4,91895,2
409,5,18301,7573.22,4,6,20,1,3463,27,152,4308,4.0,2,893,32.78153883999426,234,2,0.0,59850,5,83799,2
769,13,5328,2910.238333333333,4,5,6,211,4458,15,201,1098,0.0,2,2694,39.55195633022238,86,1,50.28184502945325,80798,3,68727,2
769,13,9659,3093.745000000001,4,5,6,211,4458,15,153,1098,0.0,3,2694,31.381541775179283,290,1,50.28184502945325,91048,4,34177,2
769,13,9659,2910.238333333333,4,5,6,211,4458,15,153,3794,0.0,2,2694,27.48488487127992,299,1,50.28184502945325,24671,5,53543,2
769,13,9659,2910.238333333333,4,5,6,211,4458,15,138,4329,0.0,3,2694,28.69735327304081,300,1,50.28184502945325,11319,6,65554,2
769,13,9659,2910.238333333333,4,5,102,211,4458,15,153,1098,0.0,2,2694,34.37520403173976,86,1,50.28184502945325,73074,2,69210,2
769,13,9659,2910.238333333333,4,5,6,211,4458,15,201,1098,2.0,2,2694,34.71507681465317,304,1,50.28184502945325,22096,3,50839,2
769,13,9659,3093.745000000001,4,5,6,211,4458,15,153,1098,2.0,2,2694,39.41791651743135,305,1,50.28184502945325,22094,0,58510,2
769,13,9659,3093.745000000001,4,5,6,211,4458,17,153,4329,2.0,3,2694,32.78829020856556,86,1,50.28184502945325,47041,1,72649,2
308,2,10675,3097.624166666666,5,5,18,174,5587,27,30,4360,4.0,2,2193,26.19875028645056,244,2,54.481740177847726,38118,4,29210,2
338,2,10675,3093.745000000001,5,5,18,174,5587,27,81,4360,2141.0,2,2193,33.06265658178596,245,2,54.481740177847726,4345,4,67691,2
308,2,10675,3097.624166666666,5,545,407,174,5587,27,117,4251,4.0,3,2193,36.77288786772385,246,0,54.481740177847726,44231,6,18458,2
308,2,10675,3097.624166666666,5,5,18,174,5587,27,81,1812,4.0,2,2193,39.84790300451488,247,2,17946.0,40624,6,30268,2
308,2,10676,3097.624166666666,5,5,18,174,5587,27,81,4360,4.0,2,2193,23.307462194373368,248,2,54.481740177847726,2280,2,65065,2
308,2,10675,3093.745000000001,5,5,18,174,5587,28,98,4360,4.0,3,2193,39.548192495474574,249,2,54.481740177847726,91048,6,5857,2
308,2,10675,3097.624166666666,5,5,18,210,5587,27,99,4360,4.0,3,2193,36.06489705704916,250,2,54.481740177847726,24515,4,54922,2
339,2,10675,3093.745000000001,5,5,18,174,5587,27,81,4360,9.0,2,2193,35.751199722641815,241,2,54.481740177847726,73713,2,71209,2
788,13,15662,758.8033333333334,8,8,29,211,5815,24,263,4230,6.0,0,6757,39.28246165499551,36,2,12.427226356549244,72067,6,33448,1
788,13,15662,758.8033333333334,8,8,29,243,5815,24,218,4230,6.0,0,6757,35.95358517954694,39,2,12.427226356549244,54528,0,42566,2
788,13,15662,758.8033333333334,8,8,29,211,5815,24,138,4230,6.0,3,6757,25.37911667269362,40,2,12.427226356549244,58756,5,37015,1
788,13,15662,758.8033333333334,8,8,29,211,5815,20,138,4230,6.0,0,6757,24.97567564715424,41,2,12.427226356549244,87161,6,22315,1
788,13,15662,758.8033333333334,8,8,29,211,5815,24,218,1221,6.0,0,6757,26.43717585713864,42,0,12.427226356549244,72691,4,24887,1
788,13,15663,758.8033333333334,8,8,29,211,5815,24,138,4230,6.0,0,6757,33.72675950546907,43,2,12.427226356549244,72648,5,29003,1
810,13,15662,758.8033333333334,8,8,29,211,5815,28,179,4230,6.0,0,6757,32.699552272166265,86,0,12.427226356549244,32513,0,42043,1
788,13,15662,758.8033333333334,8,8,29,211,5815,22,201,4230,6.0,3,6757,32.55241163130314,45,2,12.427226356549244,51015,6,43881,1
555,2,16041,6255.05,6,8,30,343,488,53,99,3826,7.0,0,5189,25.98115789479164,396,2,349.0994939124453,23006,2,56687,1
555,2,16041,6255.05,6,8,30,343,488,53,99,3826,7.0,0,5189,37.14645838840195,397,2,349.0994939124453,55956,3,2287,1
555,2,16041,6255.05,6,8,30,343,488,53,99,3970,7.0,0,5189,27.77484506933656,398,0,349.0994939124453,20571,1,56386,1
555,2,16041,6255.05,6,1030,30,343,488,49,117,3826,7.0,0,5189,40.38233201025124,399,2,349.0994939124453,81943,1,70811,1
555,2,16041,6255.05,6,8,30,343,488,53,99,3826,12.0,0,5189,34.95374010033526,400,2,349.0994939124453,35126,5,48246,1
576,2,16041,6255.05,6,8,5752,343,488,53,46,3826,12.0,0,5189,40.29170236022795,401,2,349.0994939124453,46651,4,12768,1
555,2,16041,6255.05,6,8,30,343,488,53,99,3826,12.0,0,5189,37.75201954451037,402,2,349.0994939124453,8156,1,64449,1
577,2,16041,6255.05,6,870,30,343,488,52,99,3826,12.0,0,5189,40.90858923707653,403,2,349.0994939124453,5852,1,65549,1
217,7,12165,3777.370833333333,1,4,11,174,2097,7,200,4165,3.0,1,2202,31.138518061638347,269,0,40.92237373868408,91048,1,76491,0
217,7,12166,3777.370833333333,1,4,11,174,2097,1,407,4165,3.0,1,2202,37.688477132224776,270,1,40.92237373868408,91048,2,79428,0
217,7,12165,3777.370833333333,1,571,11,174,2097,6,8,4165,3.0,3,2202,35.614286629926475,271,1,40.92237373868408,56417,2,81837,0
217,7,12165,3093.745000000001,1,4,11,174,2097,6,407,4165,3.0,1,2202,28.25542414973765,272,1,40.92237373868408,89378,1,76446,0
217,15,4809,3608.448643429688,1,4,11,174,2097,6,407,4165,3.0,1,2202,28.46767052998181,273,1,209.84456364232932,45722,5,40603,0
217,7,12165,3608.448643429688,75,4,11,174,2097,6,407,4165,3.0,1,2202,35.50362221050441,274,1,209.84456364232932,11885,3,74995,0
217,7,12165,3608.448643429688,1,4,11,174,2097,6,670,4165,3.0,1,2202,32.874315276077425,265,1,209.84456364232932,17428,2,71523,0
235,7,12165,3608.448643429688,1,4,11,174,2097,6,6,4165,3.0,1,2202,33.11673607315568,266,1,209.84456364232932,41994,4,48731,0
235,10,7837,2227.6075,7,6,8,211,3900,20,30,1416,7.0,2,12619,22.37167198376985,288,2,40.22913294198262,20067,4,36762,2
235,10,7838,2227.6075,7,6,8,211,3900,18,9,1416,7.0,2,12619,27.19832165425172,291,2,40.22913294198262,2950,3,50101,2
235,10,7837,3093.745000000001,7,6,8,211,3900,19,9,1416,8.0,2,12619,29.917308459459147,292,2,40.22913294198262,41797,6,8084,2
235,10,7837,2227.6075,7,6,8,211,3900,20,9,1416,8.0,2,12619,29.726586233917985,293,2,40.22913294198262,91048,4,20935,2
235,10,7837,2227.6075,7,6,8,211,3900,20,9,1416,8.0,3,12619,33.56424005045388,294,2,40.22913294198262,79629,2,55483,2
235,10,7837,2227.6075,7,6,8,211,3900,19,732,4383,8.0,2,12619,39.169082933900434,295,2,40.22913294198262,63871,2,61261,2
235,10,7837,2227.6075,7,6,8,211,3900,20,9,1416,8.0,2,12619,35.760975536052534,296,0,40.22913294198262,16089,4,41797,2
262,10,7837,2227.6075,7,6,8,211,3900,20,732,1416,8.0,3,12619,37.19232440569965,86,0,40.22913294198262,76494,2,56937,2
651,5,15788,3093.745000000001,5,7,15,44,1041,13,239,946,3.0,2,1074,26.0267579856001,250,2,216.77629790517,21879,2,72620,2
651,5,15788,5766.491666666666,5,238,15,244,1041,15,179,946,3.0,2,1074,24.59618612373103,241,2,216.77629790517,53948,4,15087,2
651,5,15788,5766.491666666666,5,7,15,8,1041,15,179,946,3.0,2,1074,31.045554870526733,242,2,216.77629790517,89710,1,78643,2
673,5,15788,5766.491666666666,5,7,15,244,1041,15,179,245,3.0,2,1074,25.902619774914264,251,2,216.77629790517,58481,5,7197,2
673,5,15789,5766.491666666666,5,7,15,244,1041,18,179,946,3.0,2,1074,24.04371031701609,252,2,216.77629790517,40240,3,56599,2
673,5,15788,3093.745000000001,5,7,15,244,1041,15,179,946,6.0,2,1074,28.1330025565145,255,2,216.77629790517,7446,1,76621,2
673,5,15788,5766.491666666666,5,7,15,244,1041,15,179,729,6.0,2,1074,27.61760999744672,256,2,216.77629790517,15233,0,75359,2
673,5,15788,5766.491666666666,5,7,15,0,1041,15,179,946,6.0,3,1074,27.905666886895915,257,0,216.77629790517,91048,6,6256,2
429,11,11896,3781.7,6,6,20,402,4357,58,179,3012,12.0,0,9346,30.555657258703366,145,2,297.13185938492893,81525,2,18462,2
429,11,11896,3781.7,6,6,20,402,4357,58,179,3012,12.0,0,9346,36.48794170628728,146,2,297.13185938492893,81607,1,15350,2
451,11,11896,3781.7,6,6,20,402,4357,59,179,3012,12.0,3,9346,23.192406766919284,275,2,297.13185938492893,37801,3,98274,2
451,11,11896,3093.745000000001,6,6,20,402,4357,58,179,2440,12.0,0,9346,35.68230580607562,276,2,297.13185938492893,18875,3,7111,1
451,11,11896,3781.7,6,6,20,402,4357,55,178,3525,12.0,0,9346,38.01038253347206,279,2,297.13185938492893,85719,2,15859,1
451,11,11896,3781.7,6,6,20,402,4357,58,179,3012,12.0,3,9346,28.514846664807767,280,2,297.13185938492893,36929,6,3285,2
451,11,11896,3093.745000000001,6,6,20,402,4357,58,153,3012,12.0,3,9346,30.18966191683685,281,2,297.13185938492893,2987,2,11732,1
451,11,11896,3781.7,6,6,20,0,4357,58,179,3012,12.0,0,9346,30.24790336192925,86,0,297.13185938492893,42407,1,35024,2
899,6,5097,14707.22,3,5,11,1,3463,12,179,3990,3.0,1,2328,33.982370545515714,181,1,0.0,87307,0,95282,0
899,6,5097,14707.22,3,5,11,1,3463,12,671,3990,3.0,3,2328,27.728462366809453,182,1,0.0,1779,5,90955,0
899,6,5097,14707.22,3,5,11,1,3463,12,671,3990,5.0,3,2328,33.23116927867125,191,1,0.0,69864,6,1979,0
899,6,5097,14707.22,3,5,11,1,3463,12,654,3990,5.0,1,2328,30.08310945864527,192,1,0.0,61444,5,2895,0
899,6,5097,14707.22,3,5,11,1,3463,9,671,3990,5.0,1,2328,42.27462066529335,195,0,0.0,78631,3,98490,0
899,6,5097,14707.22,3,5,11,1,3463,12,671,3990,5.0,1,2328,32.271290956967384,196,1,0.0,73832,4,1121,0
899,6,5097,14707.22,3,5,11,1,3463,12,654,808,5.0,1,2328,31.552119379794828,197,1,0.0,71940,5,1570,0
925,6,5097,14707.22,3,5,11,1,3463,12,570,3990,5.0,3,2328,41.37472711591247,198,1,0.0,50638,2,3509,2
555,2,16918,6822.4000000000015,7,8,31,401,4045,20,201,2126,9.0,0,8696,32.51696659510616,6,2,411.3862774277535,53328,5,5075,1
555,2,16918,6822.4000000000015,7,8,31,366,4045,17,201,2484,9.0,0,8696,26.43668538214284,7,2,411.3862774277535,91048,2,23681,1
555,2,16919,6822.4000000000015,7,8,31,366,4045,20,201,2778,10.0,0,8696,35.852526435997255,8,2,411.3862774277535,54971,5,4007,1
555,2,16918,6822.4000000000015,7,8,31,366,4045,18,201,2778,10.0,0,8696,27.98597069127695,9,2,411.3862774277535,36884,5,42549,1
555,2,16918,6822.4000000000015,7,8,31,401,4045,19,201,2126,10.0,0,8696,37.47795067634989,86,2,411.3862774277535,55892,4,2793,2
555,2,16918,6822.4000000000015,7,8,31,366,4045,20,179,2583,10.0,0,8696,23.16297809136441,1,2,411.3862774277535,78573,6,98791,1
555,2,16918,6822.4000000000015,7,8,31,366,4045,20,201,2126,10.0,0,8696,33.94196056999001,2,2,411.3862774277535,40554,2,20856,1
576,2,16918,6822.4000000000015,7,8,31,366,4045,20,219,2126,10.0,0,8696,26.892770625457047,11,2,411.3862774277535,52402,5,5788,2
409,0,9872,3093.745000000001,6,3,5,174,6257,11,117,1835,4.0,2,8931,23.407516122504912,30,0,37.63232989584368,48818,6,6908,2
409,0,9872,2739.879166666667,6,3,5,174,6257,11,138,2063,4.0,2,8931,35.85669962121453,31,2,37.63232989584368,2329,2,61456,2
409,0,9872,2739.879166666667,6,3,5,174,6257,11,117,2063,4.0,2,8931,30.88324616922366,32,0,37.63232989584368,29226,4,42653,2
409,0,9872,2739.879166666667,6,3,5,174,6257,11,179,2063,4.0,3,8931,29.12547475059409,33,2,37.63232989584368,91048,6,40683,2
409,0,9872,2739.879166666667,6,3,5,174,6257,11,138,2063,4.0,3,8931,31.7398814608125,34,2,37.63232989584368,19279,3,52516,2
429,0,9872,2739.879166666667,6,3,5,174,6257,11,138,2063,6.0,3,8931,28.98757918544385,25,2,37.63232989584368,53530,2,72525,2
429,0,9872,2739.879166666667,6,3,5,0,6257,8,138,2063,7.0,2,8931,30.76918088419956,26,0,37.63232989584368,6685,2,59126,2
429,0,9872,3093.745000000001,6,3,5,174,6257,11,138,2063,7.0,2,8931,36.0310745653239,35,2,37.63232989584368,10854,5,63199,2
510,10,6816,3093.745000000001,10,9,20,274,3149,54,201,2282,11.0,3,7519,27.94922550421305,3,2,67.94692028745558,17964,4,11466,1
510,10,6816,1688.5525,10,9,20,274,3149,54,153,2282,11.0,0,7519,38.37749932480957,4,2,67.94692028745558,48983,2,43810,1
510,10,6816,1688.5525,916,9,20,274,3149,54,179,2282,11.0,3,7519,37.54974222225194,5,2,67.94692028745558,34004,6,5498,1
510,10,6816,1688.5525,10,9,20,274,3149,54,179,2282,11.0,0,7519,33.89010557711513,6,2,67.94692028745558,395,6,33843,2
510,15,6816,1688.5525,10,9,20,306,3149,54,219,2282,11.0,0,7519,35.57935989731281,7,2,67.94692028745558,20149,4,10227,2
510,10,6816,1688.5525,10,9,20,306,3149,54,179,2282,11.0,0,7519,39.93215619123506,8,2,67.94692028745558,70790,0,33143,1
510,10,6816,1688.5525,10,9,20,274,3149,55,153,3352,11.0,0,7519,36.06732037354101,9,2,67.94692028745558,45789,1,41486,1
510,10,6816,1688.5525,10,9,20,274,3149,54,153,2282,11.0,0,7519,26.50710465079677,10,2,67.94692028745558,373,5,29748,1
531,14,8844,2254.443333333333,7,8,29,343,5290,18,179,1598,7.0,0,2042,23.81364535659155,49,2,130.46428247872706,69714,2,31298,1
531,14,8844,2254.443333333333,7,8,29,343,5290,18,263,1957,7.0,0,2042,38.99777134425175,50,2,130.46428247872706,74246,5,40556,1
531,14,8844,2254.443333333333,7,8,29,343,5290,18,239,1598,7.0,0,2042,34.66542373117673,59,2,130.46428247872706,88878,2,18170,1
531,14,8844,3093.745000000001,7,8,29,343,5290,18,239,1598,7.0,0,2042,37.240823889661705,60,2,130.46428247872706,38406,6,3481,1
531,14,8844,2254.443333333333,7,8,29,343,5290,18,201,1598,7.0,0,2042,28.584509228896287,63,2,130.46428247872706,53560,1,36175,1
531,14,8844,2254.443333333333,7,8,29,343,5290,16,263,1598,11.0,0,2042,35.523521986320546,86,2,130.46428247872706,83826,2,21728,2
555,14,8844,2254.443333333333,7,1052,29,343,5290,18,239,1598,11.0,0,2042,23.40554401905085,65,2,130.46428247872706,54680,2,39448,2
555,14,8844,2254.443333333333,7,8,29,407,5290,20,201,1598,11.0,0,2042,25.68007176067308,66,2,130.46428247872706,17385,4,10810,1
651,1,14557,5053.795,5,5,12,3,4878,11,179,4041,1.0,1,9658,37.75097899487416,240,1,32.721131029239615,9925,2,85210,0
651,1,14557,5053.795,5,5,12,3,4878,11,179,4041,1.0,1,9658,28.75794147567327,86,1,32.721131029239615,42791,6,76574,2
651,1,14557,5053.795,5,5,12,3,4878,11,117,4041,1.0,1,9658,37.045165908588096,244,1,32.721131029239615,50342,3,61508,0
651,1,14557,5053.795,5,5,12,3,4878,11,179,4041,1.0,1,9658,33.80117229088278,245,1,32.721131029239615,48612,3,64664,0
651,1,14557,5053.795,5,5,12,3,4878,14,179,4041,1.0,1,9658,33.771955372688645,246,1,32.721131029239615,298,2,86567,0
672,1,14557,3093.745000000001,5,5,12,3,4878,11,179,4041,1.0,1,9658,37.007516837460656,247,1,32.721131029239615,80977,2,87645,2
651,1,14557,5053.795,5,5,12,3,4878,11,179,4041,118.0,1,9658,37.10422173458765,248,1,32.721131029239615,28106,2,81134,0
673,1,14557,5053.795,5,5,12,3,4878,11,201,4041,1.0,1,9658,26.07163364754082,249,1,32.721131029239615,55121,5,52610,2
531,7,15007,5553.6025,8,6,20,244,2559,31,179,2144,8.0,2,11758,36.770458092664725,98,2,213.937948059261,62986,6,2531,2
531,7,15007,5553.6025,8,6,20,244,2559,27,179,2144,8.0,2,11758,39.21164206581598,107,2,213.937948059261,36552,2,55663,2
531,7,15007,5553.6025,8,6,20,244,2559,27,179,2144,8.0,3,11758,35.30831333566,108,2,213.937948059261,91048,1,74575,2
531,7,15007,5553.6025,8,6,20,273,2559,30,239,2144,8.0,2,11758,31.305821386717053,111,2,213.937948059261,73744,6,98791,2
531,7,15007,5553.6025,8,6,20,244,2559,30,179,2144,8.0,2,11758,41.42259505810581,112,0,213.937948059261,91048,2,75069,2
555,7,15007,5553.6025,8,6,20,244,2559,26,201,1935,8.0,3,11758,28.627807791861706,113,2,213.937948059261,38338,5,59762,2
555,15,15007,5553.6025,8,6,20,244,2559,30,179,2144,8.0,2,11758,30.17639679591668,114,2,213.937948059261,27391,2,66218,2
555,7,15007,5553.6025,8,6,20,244,2559,30,179,2887,6.0,2,11758,21.97057252759476,115,2,213.937948059261,53116,5,14939,2
702,0,15875,5800.056666666666,0,2,12,0,5591,5,732,1205,0.0,1,12177,27.62063593862129,305,1,51.67217487530971,34709,2,82578,0
702,0,15875,5800.056666666666,0,2,12,3,5591,5,732,1205,0.0,1,12177,36.07502096449167,306,1,51.67217487530971,31731,4,84830,0
702,0,15875,5800.056666666666,0,2,12,3,5591,5,732,1896,0.0,3,12177,40.58639238056625,307,1,51.67217487530971,24101,2,85793,0
702,0,15875,3093.745000000001,0,2,12,3,5591,8,732,1205,0.0,1,12177,37.81111287838624,308,1,51.67217487530971,38367,5,82904,0
702,0,15875,5800.056666666666,0,2,12,3,5591,5,732,4215,0.0,3,12177,27.31019902645508,309,1,51.67217487530971,54208,3,63583,2
702,0,15875,5800.056666666666,0,2,12,3,5591,5,732,4328,0.0,3,12177,37.08223461494776,310,1,51.67217487530971,81331,2,90164,0
702,0,15875,3093.745000000001,0,2,12,3,5591,0,732,1205,0.0,1,12177,37.72264247433368,86,1,51.67217487530971,40419,6,82647,0
702,0,15875,3093.745000000001,0,2,12,3,5591,5,685,1205,0.0,3,12177,37.470133941216176,302,1,51.67217487530971,40949,3,80158,0
621,6,9687,2782.3825,6,6,5,211,219,9,81,196,1.0,2,9227,38.96012925129875,241,1,54.63756583524476,64855,2,68412,2
621,6,9687,2782.3825,6,6,5,211,219,10,30,3699,1.0,2,9227,24.08949980754521,86,0,54.63756583524476,69420,2,67380,2
621,6,9687,2782.3825,6,6,5,211,219,8,30,3699,6.0,3,9227,27.998399964713908,251,1,54.63756583524476,78526,2,64767,2
651,6,9687,2782.3825,6,6,5,211,219,10,179,1017,1.0,2,9227,27.41762016501169,86,1,54.63756583524476,60490,2,69355,2
651,6,9687,2782.3825,6,6,5,211,219,10,30,3699,1.0,3,9227,39.20535619217537,255,1,54.63756583524476,32837,6,38560,2
651,6,9687,2782.3825,6,6,5,211,219,5,705,3699,1.0,2,9227,34.93193268935374,256,1,54.63756583524476,39570,5,17303,2
651,6,9687,3093.745000000001,6,6,5,211,219,6,62,4364,1.0,2,9227,23.863516763845784,257,0,54.63756583524476,25563,4,43722,2
651,6,9687,3093.745000000001,6,6,5,211,219,5,81,3699,3.0,2,9227,23.82233077841464,86,1,54.63756583524476,39653,6,20336,2
555,14,14051,4677.8525,5,7,15,307,586,7,9,1143,7.0,3,1989,29.151269670310608,363,2,250.60799930480067,24503,2,35883,2
555,14,14051,4677.8525,5,7,15,307,586,7,46,1143,7.0,3,1989,31.487812818992484,364,2,250.60799930480067,33932,3,20961,2
